Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
25986983,"Dawn (Legend of the Galactic Heroes, #1)",Yoshiki Tanaka,"Tanaka, Yoshiki",Daniel Huddleston,"=""1421584948""","=""9781421584942""",4,4.06,Haikasoru,Paperback,292,2016,1982,2024/01/01,2024/01/13,"fiction, science-fiction","fiction (#113), science-fiction (#4)",read,"The first volume of the political space opera novel series that has a critically acclaimed anime. The story starts with introducing the main 2 characters and building up the conflict between their 2 empires. I like Yang a lot so far and I'm curious to see where his story goes. It's an interesting world so far, it'll probably just take a while to get used to all the side characters and their names. ",,,1,0
27406761,"Ambition (Legend of the Galactic Heroes, #2)",Yoshiki Tanaka,"Tanaka, Yoshiki",Daniel Huddleston,"=""1421584956""","=""9781421584959""",3,4.27,Haikasoru,Paperback,281,2016,1983,2024/01/27,2024/01/25,"japan, fiction, science-fiction","japan (#49), fiction (#114), science-fiction (#5)",read,"The focus of this second novel is the civil war in both empires. It felt a bit predictable so that took away from the immersion, but it had a nice conclusion.",,,1,0
40042453,"Storyworthy: Engage, Teach, Persuade, and Change Your Life through the Power of Storytelling",Matthew Dicks,"Dicks, Matthew",Dan Kennedy,"=""1608685497""","=""9781608685493""",5,4.27,New World Library,Kindle Edition,368,2018,2018,2024/01/06,2020/07/04,"creativity, non-fiction","creativity (#14), non-fiction (#191)",read,,,,1,0
40139225,The Alter Ego Effect: The Power of Secret Identities to Transform Your Life,Todd  Herman,"Herman, Todd",,"=""0062838636""","=""9780062838636""",2,3.97,Harper Business,Hardcover,272,2019,2019,2024/01/06,2023/12/30,"non-fiction, self-help","non-fiction (#192), self-help (#43)",read,,,,1,0
32927264,Ms Ice Sandwich,Mieko Kawakami,"Kawakami, Mieko",Louise Heal Kawai,"=""1782273301""","=""9781782273301""",3,3.77,Pushkin Press,Paperback,92,2017,2013,2023/01/01,2023/12/23,"fiction, japan","fiction (#111), japan (#47)",read,,,,1,0
44514881,"Bleach: Can't Fear Your Own World Vol. 3 (Bleach Light Novels, #7)",Tite Kubo,"Kubo, Tite",Ryohgo Narita,"=""""","=""""",5,4.33,,Unknown Binding,,2018,2018,2021/09/05,2021/05/14,fiction,fiction (#89),read,,,,1,0
44514153,"Bleach: Can't Fear Your Own World Vol. 2 (Bleach Light Novels, #6)",Tite Kubo,"Kubo, Tite",Ryohgo Narita,"=""408703464X""","=""9784087034646""",5,4.00,,Paperback Shinsho,516,2018,2018,2021/04/02,2021/03/16,"fiction, graphic-novel","fiction (#86), graphic-novel (#5)",read,,,,1,0
40882209,"Bleach: Can't Fear Your Own World Vol. 1 (Bleach Light Novels, #5)",Ryohgo Narita,"Narita, Ryohgo",Tite Kubo,"=""""","=""9784087034127""",5,3.94,集英社 ― Shueisha,,276,2017,2017,2021/03/16,2021/03/16,"fiction, graphic-novel","fiction (#85), graphic-novel (#4)",read,,,,1,0
43183121,The Science of Storytelling,Will Storr,"Storr, Will",,"=""""","=""""",5,4.05,William Collins,ebook,144,2019,2019,2023/01/01,2023/12/05,"creativity, non-fiction, psychology","creativity (#13), non-fiction (#189), psychology (#59)",read,,,,1,0
66269953,"Before We Say Goodbye (Before the Coffee Gets Cold, #4)",Toshikazu Kawaguchi,"Kawaguchi, Toshikazu",Geoffrey Trousselot,"=""0369747305""","=""9780369747303""",4,3.94,Hanover Square Press,ebook,173,2023,2021,2023/01/01,2023/10/14,"fiction, japan","fiction (#109), japan (#46)",read,,,,1,0
49228706,I Want to Die But I Want to Eat Tteokpokki,Baek Se-hee,"Se-hee, Baek",Hyacinta Louisa,"=""6237351035""","=""9786237351030""",5,3.23,Penerbit Haru,Paperback,232,2019,2018,2023/01/01,2023/08/27,"biography, non-fiction, self-help","biography (#13), non-fiction (#188), self-help (#42)",read,,,,1,0
54785515,Four Thousand Weeks: Time Management for Mortals,Oliver Burkeman,"Burkeman, Oliver",,"=""0374159122""","=""9780374159122""",4,4.20,"Farrar, Straus and Giroux",Hardcover,271,2021,2021,2023/01/01,2023/08/27,"non-fiction, self-help","non-fiction (#187), self-help (#41)",read,,,,1,0
59336625,All the Lovers in the Night,Mieko Kawakami,"Kawakami, Mieko","Sam Bett, David  Boyd","=""1609456998""","=""9781609456993""",2,3.69,Europa Editions,Hardcover,224,2022,2011,2023/01/01,2023/08/12,"japan, fiction","japan (#45), fiction (#108)",read,,,,1,0
54627843,A Manual for Being Human,Sophie Mort,"Mort, Sophie",,"=""1471197484""","=""9781471197482""",5,4.07,Gallery UK,Kindle Edition,478,2021,2021,2023/01/01,2023/07/27,"psychology, non-fiction","psychology (#58), non-fiction (#186)",read,"This felt like a summary of all the other self help books I read, one book that talks about many different mental health and psychology topics in a concise and clear manner.",,,1,0
42981796,The Bilingual Brain: And What It Tells Us about the Science of Language,Albert Costa,"Costa, Albert",John W. Schwieter,"=""0241391512""","=""9780241391518""",2,3.84,Allen Lane,Hardcover,176,2020,2017,2023/01/01,2023/06/10,biology,biology (#16),read,,,,1,0
60534034,Weasels in the Attic,Hiroko Oyamada,"Oyamada, Hiroko",David  Boyd,"=""0811231186""","=""9780811231183""",2,3.40,New Directions,Paperback,96,2022,2022,2023/01/01,2023/05/29,"fiction, japan","fiction (#107), japan (#44)",read,,,,1,0
6346975,Moonwalking with Einstein: The Art and Science of Remembering Everything,Joshua Foer,"Foer, Joshua",,"=""159420229X""","=""9781594202292""",2,3.88,"Penguin Press HC, The",Hardcover,307,2011,2011,2023/01/01,2019/10/29,non-fiction,non-fiction (#185),read,,,,1,0
36001608,The Little Book of Ikigai: The essential Japanese way to live a happy and long life,Ken Mogi,"Mogi, Ken",Amber Anderson,"=""""","=""""",3,3.58,Quercus,Kindle Edition,112,2017,2017,2023/01/01,2023/05/27,"japan, self-help, non-fiction","japan (#43), self-help (#40), non-fiction (#184)",read,,,,1,0
60387307,Novelist as a Vocation,Haruki Murakami,"Murakami, Haruki","Philip Gabriel, Ted Goossen","=""0451494644""","=""9780451494641""",4,3.89,Knopf,Hardcover,224,2022,2015,2023/05/23,2023/05/13,"creativity, non-fiction","creativity (#12), non-fiction (#181)",read,,,,1,0
59366163,The Fun Habit: How the Pursuit of Joy and Wonder Can Change Your Life,Mike   Rucker,"Rucker, Mike",,"=""1982159057""","=""9781982159054""",4,3.70,Atria Books,Hardcover,288,2023,,2023/01/01,2023/05/19,"non-fiction, self-help","non-fiction (#183), self-help (#39)",read,,,,1,0
3735293,Clean Code: A Handbook of Agile Software Craftsmanship,Robert C. Martin,"Martin, Robert C.",,"=""0132350882""","=""9780132350884""",0,4.36,Pearson,Paperback,464,2008,2007,2023/01/01,2023/05/19,"non-fiction, software-engineering","non-fiction (#182), software-engineering (#2)",read,,,,1,0
60965426,The Creative Act: A Way of Being,Rick Rubin,"Rubin, Rick",,"=""0593652886""","=""9780593652886""",4,4.00,Penguin Press,Hardcover,406,2023,2023,2023/05/13,2023/05/06,"creativity, design, non-fiction","creativity (#11), design (#12), non-fiction (#180)",read,,,,1,0
18077875,Essentialism: The Disciplined Pursuit of Less,Greg McKeown,"McKeown, Greg",,"=""0804137382""","=""9780804137386""",3,4.06,Crown Currency,Hardcover,260,2014,2011,2023/01/01,2020/01/25,"non-fiction, self-help","non-fiction (#179), self-help (#38)",read,,,,1,0
54127223,Anxiety: Meditations on the Anxious Mind,The School of Life,"Life, The School of",,"=""""","=""""",5,4.29,The School of Life ,Kindle Edition,100,2020,,2023/01/01,2023/04/15,"non-fiction, psychology","non-fiction (#178), psychology (#57)",read,,,,1,0
60224365,"Before Your Memory Fades (Before the Coffee Gets Cold, #3)",Toshikazu Kawaguchi,"Kawaguchi, Toshikazu",Geoffrey Trousselot,"=""0369722698""","=""9780369722690""",4,3.90,Hanover Square Press,ebook,220,2022,2018,2023/03/19,2023/03/04,"fiction, japan","fiction (#106), japan (#42)",read,,,,1,0
35456277,The End of Loneliness,Benedict Wells,"Wells, Benedict",Charlotte Collins,"=""""","=""""",2,4.38,Sceptre,Kindle Edition,274,2018,2016,2023/01/01,2023/02/14,fiction,fiction (#105),read,,,,1,0
35068705,"The Poppy War (The Poppy War, #1)",R.F. Kuang,"Kuang, R.F.",,"=""0062662597""","=""9780062662590""",2,4.17,Harper Voyager,Kindle Edition,545,2018,2018,2023/01/01,2022/10/21,"fantasy, fiction","fantasy (#12), fiction (#104)",read,,,,1,0
54493401,Project Hail Mary,Andy Weir,"Weir, Andy",,"=""0593135202""","=""9780593135204""",3,4.50,Ballantine Books,Hardcover,476,2021,2021,2023/01/02,2022/10/19,"fiction, science-fiction","fiction (#103), science-fiction (#3)",read,,,,1,0
59616977,Building a Second Brain: A Proven Method to Organize Your Digital Life and Unlock Your Creative Potential,Tiago Forte,"Forte, Tiago",,"=""1982167386""","=""9781982167387""",3,4.05,Simon Element / Simon Acumen,Hardcover,272,2022,2022,2023/01/01,2022/11/17,"creativity, non-fiction","creativity (#10), non-fiction (#177)",read,,,,1,0
60151185,The Pathless Path: Imagining a New Story For Work and Life,Paul  Millerd,"Millerd, Paul",,"=""""","=""9798985515343""",5,3.98,Pathless Publishing,Kindle Edition,222,2022,2022,2023/01/01,2022/12/14,"non-fiction, self-help, to-reread","non-fiction (#176), self-help (#37), to-reread (#13)",read,,,,1,0
52290273,"The Future Is Faster Than You Think: How Converging Technologies Are Transforming Business, Industries, and Our Lives",Peter H. Diamandis,"Diamandis, Peter H.",Steven Kotler,"=""1982109661""","=""9781982109660""",2,4.15,Simon  Schuster,Hardcover,384,2020,2020,2022/12/21,2021/01/25,,,read,,,,1,0
35890182,On Confidence,The School of Life,"Life, The School of",,"=""""","=""""",0,3.94,The School of Life Press,Kindle Edition,60,2017,2017,2022/01/01,2022/12/11,"non-fiction, self-help","non-fiction (#175), self-help (#36)",read,,,,1,0
58377159,The Power of Strangers: The Benefits of Connecting in a Suspicious World,Joe Keohane,"Keohane, Joe",,"=""1984855778""","=""9781984855770""",3,3.92,Random House,Hardcover,328,2021,2021,2022/11/13,2021/09/30,"self-help, non-fiction","self-help (#35), non-fiction (#174)",read,,,,1,0
32191721,Idiot Brain: What Your Head Is Really Up To,Dean Burnett,"Burnett, Dean",,"=""0393354113""","=""9780393354119""",4,3.97,W. W. Norton & Company,Paperback,336,2017,2016,2022/11/12,2022/11/06,"non-fiction, psychology, biology","non-fiction (#173), psychology (#56), biology (#15)",read,,,,1,0
58503121,Dopamine Detox : A Short Guide to Remove Distractions and Train Your Brain to Do Hard Things (Productivity Series Book 1),Thibaut Meurisse,"Meurisse, Thibaut",Kerry J.  Donovan,"=""""","=""""",0,3.93,,Kindle Edition,62,2021,2021,2022/11/07,2022/11/06,"self-help, non-fiction","self-help (#34), non-fiction (#172)",read,,,,1,0
36607463,Inward,Yung Pueblo,"Pueblo, Yung",,"=""1974607208""","=""9781974607204""",4,4.21,Amazon Digital Services,Paperback,222,2017,2017,2022/01/01,2022/11/06,"non-fiction, poetry, self-help","non-fiction (#171), poetry (#3), self-help (#33)",read,,,,1,0
28862,The Prince,Niccolò Machiavelli,"Machiavelli, Niccolò","Rufus Goodwin, Benjamin Martinez, W.K. Marriott, Denis Daly, Μαρία Κασωτάκη","=""0937832383""","=""9780937832387""",0,3.84,Dante University Press,Paperback,144,2014,1513,2022/01/01,2022/10/29,"non-fiction, politics","non-fiction (#170), politics (#19)",read,,,,1,0
17332218,"Words of Radiance (The Stormlight Archive, #2)",Brandon Sanderson,"Sanderson, Brandon",,"=""0765326361""","=""9780765326362""",2,4.76,Tor Books,Hardcover,1088,2014,2014,,2022/10/26,"fiction, fantasy","fiction (#102), fantasy (#11)",read,,,,0,0
49255368,The Innovation Delusion: How Our Obsession with the New Has Disrupted the Work That Matters Most,Lee Vinsel,"Vinsel, Lee",Andrew L. Russell,"=""0525575685""","=""9780525575689""",1,3.69,Currency,Hardcover,288,2020,2020,2022/01/01,2020/10/10,"to-read-this-year, non-fiction","to-read-this-year (#1), non-fiction (#169)",read,,,,1,0
22451908,The Revolt of the Public and the Crisis of Authority,Martin Gurri,"Gurri, Martin",,"=""""","=""""",2,4.22,,Kindle Edition,362,2014,2014,2022/10/16,2020/08/17,"non-fiction, politics","non-fiction (#168), politics (#18)",read,,,,1,0
374147,Memoirs of a Geisha,Arthur Golden,"Golden, Arthur",,"=""0679781587""","=""9780679781585""",1,4.16,Vintage,Paperback,428,1999,1997,2016/03/07,2016/03/07,fiction,fiction (#38),read,,,,1,0
51086576,Downfall,Inio Asano,"Asano, Inio",,"=""1974709361""","=""9781974709366""",5,3.56,VIZ Media LLC,Paperback,246,2020,2017,2020/09/08,2020/09/07,"fiction, graphic-novel","fiction (#76), graphic-novel (#3)",read,,,,1,0
22085568,The Culture Map: Breaking Through the Invisible Boundaries of Global Business,Erin Meyer,"Meyer, Erin",,"=""""","=""""",5,4.33,PublicAffairs,Kindle Edition,290,2014,2014,2022/08/28,2022/08/24,"non-fiction, psychology","non-fiction (#167), psychology (#54)",read,"Short, concise and to the point. A lot of insightful information about cultural differences.",,,1,0
26046333,Designing Your Life: Build a Life that Works for You,Bill Burnett,"Burnett, Bill",Dave Evans,"=""1784740241""","=""9781784740245""",2,3.91,Chatto & Windus,Paperback,240,2013,2016,2022/08/25,2022/08/24,"non-fiction, self-help, design","non-fiction (#166), self-help (#32), design (#11)",read,,,,1,0
59064518,The Metaverse: And How It Will Revolutionize Everything,Matthew L. Ball,"Ball, Matthew L.",,"=""1324092033""","=""9781324092032""",3,3.80,Liveright,Hardcover,352,2022,,2022/01/01,2022/08/18,"non-fiction, technology","non-fiction (#164), technology (#24)",read,,,,1,0
38728977,"The Molecule of More: How a Single Chemical in Your Brain Drives Love, Sex, and Creativity—and Will Determine the Fate of the Human Race",Daniel Z. Lieberman,"Lieberman, Daniel Z.",Michael E. Long,"=""1946885118""","=""9781946885111""",3,4.14,BenBella Books,Hardcover,240,2018,2018,2022/01/01,2022/08/13,"biology, non-fiction, psychology","biology (#14), non-fiction (#163), psychology (#53)",read,,,,1,0
35074096,"Mythos: The Greek Myths Retold (Stephen Fry's Great Mythology, #1)",Stephen Fry,"Fry, Stephen",,"=""0718188721""","=""9780718188726""",4,4.26,Michael Joseph,Hardcover,416,2017,2017,2022/01/01,2020/11/22,"non-fiction, mythology","non-fiction (#162), mythology (#1)",read,,,,1,0
50364458,The Tyranny of Merit: What's Become of the Common Good?,Michael J. Sandel,"Sandel, Michael J.",,"=""0241407605""","=""9780241407608""",3,4.19,Allen Lane,Paperback,272,2020,2020,2022/01/01,2022/08/06,"non-fiction, politics","non-fiction (#161), politics (#17)",read,,,,1,0
11612989,The Dictator's Handbook: Why Bad Behavior Is Almost Always Good Politics,Bruce Bueno de Mesquita,"Mesquita, Bruce Bueno de",Alastair Smith,"=""161039044X""","=""9781610390446""",3,4.26,PublicAffairs,Hardcover,321,2011,2011,2022/07/26,2019/08/20,"non-fiction, politics","non-fiction (#160), politics (#16)",read,,,,1,0
48890486,Breath: The New Science of a Lost Art,James Nestor,"Nestor, James",,"=""0735213615""","=""9780735213616""",2,4.15,Riverhead Books,Hardcover,280,2020,2020,2022/07/14,2020/10/28,non-fiction,non-fiction (#159),read,,,,1,0
41881472,The Psychology of Money,Morgan Housel,"Housel, Morgan",,"=""0857197681""","=""9780857197689""",5,4.29,Harriman House,Paperback,242,2020,2020,2022/07/09,2020/08/25,"economics, psychology, non-fiction","economics (#5), psychology (#52), non-fiction (#158)",read,,,,1,0
56696339,The Power of Geography: Ten Maps That Reveal the Future of Our World,Tim  Marshall,"Marshall, Tim",,"=""1783965371""","=""9781783965373""",4,4.19,Elliott & Thompson Limited,Hardcover,360,2021,2021,2022/07/04,2022/04/17,"geopolitics, politics","geopolitics (#6), politics (#15)",read,,,,1,0
218042,All About Love: New Visions,bell hooks,"hooks, bell",,"=""0060959479""","=""9780060959470""",3,4.03,William Morrow,Paperback,238,2018,1999,2022/06/24,2020/06/08,"non-fiction, relationships, self-help","non-fiction (#157), relationships (#6), self-help (#30)",read,,,,1,0
2784,Ways of Seeing,John Berger,"Berger, John",,"=""0140135154""","=""9780140135152""",0,3.93,Penguin,Paperback,176,1990,1972,2022/01/01,2020/10/07,"to-read-this-year, design, non-fiction","to-read-this-year (#2), design (#10), non-fiction (#156)",read,,,,1,0
54304221,How to Not Die Alone: The Surprising Science That Will Help You Find Love,Logan Ury,"Ury, Logan",,"=""1982120622""","=""9781982120627""",3,3.99,Simon & Schuster,Hardcover,352,2021,2021,2022/01/01,2022/06/16,"psychology, relationships, non-fiction","psychology (#51), relationships (#5), non-fiction (#155)",read,,,,1,0
54633167,Lonely Castle in the Mirror,Mizuki Tsujimura,"Tsujimura, Mizuki",,"=""0857527274""","=""9780857527271""",4,4.25,Doubleday,Hardcover,355,2021,2017,2022/06/06,2022/04/19,"fiction, japan","fiction (#101), japan (#41)",read,,,,1,0
54373691,"Tales from the Café (Before the Coffee Gets Cold, #2)",Toshikazu Kawaguchi,"Kawaguchi, Toshikazu",Geoffrey Trousselot,"=""1529050863""","=""9781529050868""",4,3.97,Picador,Paperback,192,2020,2017,2022/01/01,2022/04/29,"japan, fiction","japan (#40), fiction (#100)",read,,,,1,0
33376821,Sweet Bean Paste,Durian Sukegawa,"Sukegawa, Durian",Alison  Watts,"=""1786071959""","=""9781786071958""",5,4.06,Oneworld Publications,Paperback,216,2017,2013,2022/01/01,2022/05/08,"japan, fiction","japan (#39), fiction (#99)",read,,,,1,0
45152372,How to Stop Time,Matt Haig,"Haig, Matt",,"=""0525522891""","=""9780525522898""",2,3.83,Penguin Books,Paperback,339,2019,2018,2022/05/26,2022/05/22,"fiction, historical-fiction","fiction (#98), historical-fiction (#1)",read,,,,1,0
27845690,The Course of Love,Alain de Botton,"Botton, Alain de",,"=""0241145473""","=""9780241145470""",5,4.01,Hamish Hamilton,Hardcover,240,2016,2016,2022/01/01,2022/04/17,"fiction, philosophy","fiction (#97), philosophy (#28)",read,,,,1,0
58504015,First Person Singular,Haruki Murakami,"Murakami, Haruki",,"=""1529113598""","=""9781529113594""",3,3.54,Vintage,Paperback,256,2021,2020,2022/05/17,2022/04/17,"fiction, japan","fiction (#96), japan (#38)",read,,,,1,0
6605134,A River Dies of Thirst: Journals,Mahmoud Darwish,"Darwish, Mahmoud",,"=""0981955711""","=""9780981955711""",4,4.24,Archipelago,Paperback,153,2009,2009,2022/01/01,2022/05/17,poetry,poetry (#2),read,,,,1,0
39899586,The Inflamed Mind: A Radical New Approach to Depression,Edward Bullmore,"Bullmore, Edward",,"=""1780723504""","=""9781780723501""",4,3.83,SHORT BOOKS,Hardcover,224,2018,2018,2020/02/04,2020/02/04,"biology, non-fiction, psychology","biology (#4), non-fiction (#84), psychology (#25)",read,,,,1,0
39999461,Never Enough: The Neuroscience and Experience of Addiction,Judith Grisel,"Grisel, Judith",,"=""0385542844""","=""9780385542845""",2,4.13,Doubleday,Hardcover,243,2019,2019,2020/03/23,2019/12/15,biology,biology (#6),read,,,,1,0
23841432,Night Sky with Exit Wounds,Ocean Vuong,"Vuong, Ocean",,"=""""","=""""",0,4.18,Copper Canyon Press,Paperback,89,2016,2016,2022/01/01,2022/04/17,poetry,poetry (#1),read,,,,1,0
18283207,Strange Weather in Tokyo,Hiromi Kawakami,"Kawakami, Hiromi",Allison Markin Powell,"=""1846275083""","=""9781846275081""",1,3.69,Portobello Books,Paperback,176,2013,2001,2022/05/13,2020/08/31,"japan, fiction, romance","japan (#37), fiction (#95), romance (#1)",read,,,,1,0
44421460,"Before the Coffee Gets Cold (Before the Coffee Gets Cold, #1)",Toshikazu Kawaguchi,"Kawaguchi, Toshikazu",Geoffrey Trousselot,"=""1529029589""","=""9781529029581""",5,3.67,Picador,Paperback,213,2019,2015,2022/01/01,2020/11/10,"fiction, japan, magical-realism","fiction (#94), japan (#36), magical-realism (#10)",read,,,,1,0
58556313,The Lonely Century: A Call to Reconnect,Noreena Hertz,"Hertz, Noreena",,"=""1529329272""","=""9781529329278""",2,3.85,Sceptre,Paperback,394,2021,2021,2022/04/27,2022/04/17,"psychology, non-fiction","psychology (#50), non-fiction (#153)",read,,,,1,0
41716904,Upheaval: Turning Points for Nations in Crisis,Jared Diamond,"Diamond, Jared",,"=""""","=""""",3,3.90,"Little, Brown and Company",Hardcover,512,2019,2019,2022/04/25,2022/04/17,"history, non-fiction, politics","history (#10), non-fiction (#154), politics (#14)",read,,,,1,0
57251431,People from My Neighborhood,Hiromi Kawakami,"Kawakami, Hiromi",Ted Goossen,"=""1593767110""","=""9781593767112""",3,3.51,Soft Skull,Paperback,159,2021,2020,2022/04/18,2022/04/17,"japan, fiction","japan (#35), fiction (#93)",read,,,,1,0
53223710,Heaven,Mieko Kawakami,"Kawakami, Mieko","Sam Bett, David  Boyd","=""1609456211""","=""9781609456214""",2,3.79,Europa Editions,Hardcover,192,2021,2009,2022/01/01,2022/04/17,"japan, fiction","japan (#34), fiction (#92)",read,,,,1,0
53330118,"Chatter: The Voice in Our Head, Why It Matters, and How to Harness It",Ethan Kross,"Kross, Ethan",,"=""0525575235""","=""9780525575238""",4,3.97,Crown Publishing Group,Hardcover,272,2021,2021,2022/01/01,2021/06/15,,,read,,,,1,0
58419694,"The Power of Self-Discipline: 5-Minute Exercises to Build Self-Control, Good Habits, and Keep Going When You Want to Give Up (Live a Disciplined Life, #3)",Peter Hollins,"Hollins, Peter",,"=""""","=""""",3,3.54,PH Learning Co.,Kindle Edition,251,2021,2021,2022/01/01,2022/02/20,,,read,,,,1,0
55251789,Terminal Boredom: Stories,Izumi Suzuki,"Suzuki, Izumi","Polly Barton, Sam Bett, David  Boyd, Daniel  Joseph, Aiko Masubuchi, Helen O'Horan","=""1788739884""","=""9781788739887""",2,3.58,Verso Books,Paperback,218,2021,2021,2021/01/01,2021/10/19,"fiction, japan","fiction (#91), japan (#33)",read,,,,1,0
2390505,Scattered Minds: The Origins and Healing of Attention Deficit Disorder,Gabor Maté,"Maté, Gabor",,"=""""","=""""",5,4.30,Vintage Canada,Paperback,368,2000,1999,2021/01/01,2021/04/12,"non-fiction, psychology","non-fiction (#152), psychology (#49)",read,,,,1,0
242472,The Black Swan: The Impact of the Highly Improbable,Nassim Nicholas Taleb,"Taleb, Nassim Nicholas",,"=""1400063515""","=""9781400063512""",4,3.96,Random House ,Hardcover,480,2007,2007,2019/01/01,2019/09/30,"non-fiction, philosophy","non-fiction (#55), philosophy (#3)",read,,,,2,0
39860551,Discomfort Zone,Farrah Storr,"Storr, Farrah",,"=""0349415358""","=""9780349415352""",3,3.81,Piaktus,Paperback,240,2018,,2021/09/12,2021/09/05,"fiction, self-help","fiction (#90), self-help (#29)",read,,,,1,0
22245552,Chasing the Scream: The First and Last Days of the War on Drugs,Johann Hari,"Hari, Johann",,"=""1620408902""","=""9781620408902""",4,4.50,Bloomsbury USA,Hardcover,400,2015,2015,2021/05/30,2020/09/03,"non-fiction, psychology","non-fiction (#151), psychology (#48)",read,,,,1,0
51942569,League of Legends: Realms of Runeterra (Official Companion),Riot Games,"Games, Riot",,"=""0316497320""","=""9780316497329""",0,4.30,Voracious,Hardcover,256,2019,2019,2021/04/02,2021/03/19,"fantasy, fiction, video-game","fantasy (#10), fiction (#87), video-game (#1)",read,,,,1,0
18806499,Sputnik Sweetheart,Haruki Murakami,"Murakami, Haruki",Philip Gabriel,"=""""","=""""",3,3.83,Vintage,Paperback,229,2002,1999,2020/05/11,2019/12/30,"fiction, japan","fiction (#67), japan (#22)",read,,,,1,0
21031,When Nietzsche Wept,Irvin D. Yalom,"Yalom, Irvin D.",,"=""0060748125""","=""9780060748128""",5,4.36,Harper Perennial,Paperback,310,2003,1992,2021/02/10,2020/11/22,"psychology, fiction, philosophy","psychology (#47), fiction (#84), philosophy (#27)",read,,,,1,0
18869177,Lying,Sam Harris,"Harris, Sam",,"=""""","=""""",0,3.88,Four Elephants Press,Kindle Edition,83,2013,2011,2021/01/31,2020/12/07,"non-fiction, philosophy","non-fiction (#150), philosophy (#26)",read,,,,1,0
43565323,"Black Wave: Saudi Arabia, Iran, and the Forty-Year Rivalry That Unraveled Culture, Religion, and Collective Memory in the Middle East",Kim Ghattas,"Ghattas, Kim",,"=""1250131200""","=""9781250131201""",5,4.40,Henry Holt and Co.,Hardcover,400,2020,2020,2021/01/30,2020/11/20,"non-fiction, politics","non-fiction (#149), politics (#13)",read,,,,1,0
55333978,Post Corona: From Crisis to Opportunity,Scott Galloway,"Galloway, Scott",,"=""0593332210""","=""9780593332214""",4,3.96,Portfolio,Hardcover,256,2020,2020,2021/01/01,2021/01/24,"business, non-fiction","business (#2), non-fiction (#148)",read,,,,1,0
28503784,"Wind/Pinball: Hear the Wind Sing and Pinball, 1973",Haruki Murakami,"Murakami, Haruki",Ted Goossen,"=""0804170142""","=""9780804170147""",2,3.53,Vintage,Paperback,256,2016,1980,2021/01/18,2021/01/13,japan,japan (#31),read,,,,1,0
42771901,How to Do Nothing: Resisting the Attention Economy,Jenny Odell,"Odell, Jenny",,"=""1612197493""","=""9781612197494""",2,3.67,Melville House,Hardcover,232,2019,2019,2021/01/01,2021/01/04,non-fiction,non-fiction (#147),read,,,,1,0
40696923,Blueprint: The Evolutionary Origins of a Good Society,Nicholas A. Christakis,"Christakis, Nicholas A.",,"=""0316230030""","=""9780316230032""",4,3.96,"Little, Brown Spark",Hardcover,544,2019,2019,2020/12/31,2020/09/03,"anthropology, non-fiction","anthropology (#5), non-fiction (#131)",read,,,,1,0
43459807,The Housekeeper and the Professor,Yōko Ogawa,"Ogawa, Yōko",,"=""1784875449""","=""9781784875442""",3,4.05,Vintage Classics,Paperback,180,2019,2003,2020/06/27,2020/04/03,"japan, fiction","japan (#25), fiction (#72)",read,"Nice heartwarming story, with too much math..",,,1,0
23687785,Dance Dance Dance,Haruki Murakami,"Murakami, Haruki",Alfred Birnbaum,"=""""","=""""",3,4.04,Vintage,Paperback,393,2012,1988,2020/04/06,2019/12/30,"japan, fiction, magical-realism","japan (#18), fiction (#63), magical-realism (#8)",read,,,,1,0
41728437,Crashed : How a Decade of Financial Crises Changed the World,TOOZE ADAM,"ADAM, TOOZE",,"=""0141032219""","=""9780141032214""",4,4.28,PENGUIN,Paperback,708,2019,2018,2020/08/09,2020/05/10,"economics, non-fiction","economics (#4), non-fiction (#124)",read,,,,1,0
49095593,Human Compatible,Stuart Russell,"Russell, Stuart",,"=""""","=""""",4,4.05,PUK,Paperback,336,2020,2019,2020/09/06,2020/01/02,"non-fiction, technology, philosophy","non-fiction (#130), technology (#22), philosophy (#20)",read,,,,1,0
18295942,"Blind Willow, Sleeping Woman",Haruki Murakami,"Murakami, Haruki",,"=""""","=""""",2,3.84,Vintage,Paperback,436,2012,2006,2020/09/14,2020/01/08,,,read,"Hardest Murakami read so far, probably because of the random short story format. Men Without Women was also a short story collection, which I loved, but it had a theme to it and the stories felt more interesting. Here there are too many stories, there's no theme to them, you're jumping from one story to another, and it's hard to be invested before they're over. I think the quality of the stories also isn't as good as in Men Without Women.",,,1,0
52544164,On Earth We’re Briefly Gorgeous,Ocean Vuong,"Vuong, Ocean",,"=""1529110688""","=""9781529110685""",5,4.03,Vintage,Paperback,246,2020,2019,2020/09/24,2020/09/16,"fiction, literary-fiction","fiction (#77), literary-fiction (#1)",read,Probably the most beautifully written book I've read so far.,,,1,0
36262331,"The Three-Body Problem (Remembrance of Earth’s Past, #1)",Liu Cixin,"Cixin, Liu",,"=""1788543009""","=""9781788543002""",2,4.08,Head of Zeus,Paperback,434,2018,2006,2020/10/12,2020/08/30,"fiction, science-fiction","fiction (#79), science-fiction (#2)",read,,,,1,0
